gif_name	question	a1	a2	a3	a4	a5	answer	vid_id	key
tumblr_np3vitjga61u7hl9wo1_400	What does the boy on left do 2 times ?	scratch air	lick	bite bear hat	kiss	shake fingers	2	ACTION13571	56937
tumblr_notgxr9CDu1qhxx1yo1_400	What does the baby do 2 times ?	flip	swing body	thrust hips	bounce	wave hand	4	ACTION13572	56939
tumblr_nnv9deHxOY1rndkq5o1_400	What does the catcher do 2 times ?	flip	bounce	swing hips	wave arm	wag tail	3	ACTION13573	56940
tumblr_n2cncqhhe81tuas9no1_400	What does the man in the black coat on the right do 3 times ?	nod head	sweep hair	paddle	bob head	turn head	3	ACTION13574	56942
tumblr_np9uvfw3tp1sp3v0go1_400	What does the man in red do 10 or more than 10 times ?	swing hands	beat drums	kick	hit drum	roll eyes	3	ACTION13575	56946
tumblr_nbp0d2qj821r81iyco1_500	What does the man in the dark suit do 10 or more than 10 times ?	hit by another car	spin around	bounce self	swing whip	shake shoulders	3	ACTION13576	56950
tumblr_n9cs5ttqWc1rwy8ato1_400	What does the man do 2 times ?	hit wheel	bob head	shake head	kick	slap a woman	4	ACTION13577	56964
tumblr_n9m0beITq61ry1vg6o1_500	What does the man do 2 times ?	twirl pelvis	nod head	blink	shake butt	jump skateboard	2	ACTION13578	56971
tumblr_nqpl68gT5l1tmgz7do1_400	What does the man do 4 times ?	raise fist	jump	sway body	comb hair	step	0	ACTION13579	56976
tumblr_n9gd4yIpF91txchtio1_500	What does the pig do 2 times ?	spin baton	step	jump down stairs	hit guy	swing fist	2	ACTION13580	56985
tumblr_ncb83m7DU11sp9uxmo1_500	What does the person do 2 times ?	hit a gong	shake finger	gallop	swing legs	prance	3	ACTION13581	56997
tumblr_nao260MfrM1qb9454o1_500	What does the van do 3 times ?	nod head	swerve	knit one's brows	step forward	strut legs	1	ACTION13582	56998
tumblr_nb0tcehiU71qcneheo1_500	What does the dancer do 7 times ?	step	paw box	bounce	move hips	jump	3	ACTION13583	57012
tumblr_nooapqjE5x1u3t8jno1_400	What does the woman do 2 times ?	step	wave arm	swing hips	flip	slap hip	1	ACTION13584	57024
tumblr_nf0dp6Azem1s9tb0oo1_400	What does the conductor do 2 times ?	move feet	express joy	strum guitar	receive eyedrops	message dog	1	ACTION13585	57033
tumblr_njzqdwgkoS1t0at28o1_500	What does the dude do 4 times ?	move paws	nod head	strum guitar	hunch shoulders	point finger	3	ACTION13586	57038
tumblr_nnx1f7epSY1qfku3po1_400	What do the boy in orange shorts do 5 times ?	bounce shoulders	point finger	kick	strum guitar	hit sitting man	2	ACTION13587	57042
tumblr_npruipkLFr1tpbx69o1_400	What does the woman on right do 2 times ?	squeeze sponge	shake hand	jump	curtsy	pull away arm	0	ACTION13588	57047
tumblr_naxfi1kOkU1s5oe7xo1_400	What does the woman do 6 times ?	wave hand with cigarette	spin	twirl drumstick	flap wings	swing sword	1	ACTION13589	57048
tumblr_nk1z50n4lU1u2mhwho1_1280	What does the man do 5 times ?	look upward	shake body	strum guitar	jump	stick out tounge	4	ACTION13590	57050
tumblr_nq950ruLa51uxosh0o1_400	What does the man do 9 times ?	pat back	turn head	hit drum	beat drums	bounce	2	ACTION13591	57054
tumblr_nja572M9Cn1sp8lk8o1_400	What does the man do 8 times ?	thrust hips	shake butt	step	twirl ribbon	swing arm	4	ACTION13592	57057
tumblr_nqectxmXnM1rnirk8o1_400	What does the woman do 4 times ?	flip	swing body	slump down	wave hand	slap hip	3	ACTION13593	57059
tumblr_na2goyfoiN1teefxno1_400	What does the man do 8 times ?	point finger	hit sitting man	sway body	move arms	kick	4	ACTION13594	57067
tumblr_nqpx5lxZtM1uxz3pbo1_500	What does the record do 3 times ?	rotate	fold fingers	get sucked by vacumm	puff cigarette	remove microphone from a man	0	ACTION13595	57070
tumblr_nogk9xkiqA1s5osf8o1_500	What does the man on the left do 7 times ?	pump fist	step	lift another man's shirt	move feet	spin	0	ACTION13596	57073
tumblr_n9wao4uAE21thriazo1_400	What does the man on left do 4 times ?	take steps	stride	pat back	paw box	strum guitar	1	ACTION13597	57079
tumblr_nah1hvTrxw1sikfrqo1_400	What does the man on the left do 5 times ?	smack the hands of the man on the right	strum guitar	jump	shake paws	cheer	0	ACTION13598	57084
tumblr_nnzc4xFyTk1tv3ny0o1_500	What does the woman do 3 times ?	shake butt	blink	thrust pelvis	gallop	nod head	1	ACTION13599	57089
tumblr_npswm4R1kB1tk15f6o1_400	What does the kid do 2 times ?	jump over line	spin sword	hit skeleton	climb	swing sword	0	ACTION13600	57097
tumblr_nh1wzptvu11sa72c5o1_400	What does the woman on right do 8 times ?	clap hands	blink	shake butt	put hand in front of mouth	strum guitar	0	ACTION13601	57098
tumblr_niuf5r25IS1u9ti65o1_500	What does the woman do 3 times ?	flail arms	pat back	nod head	step	slap hip	0	ACTION13602	57103
tumblr_naqh8yEIam1suyqwko1_400	What does the animal do 10 or more than 10 times ?	dribble basketball	nod head	bob head	take steps	nibble	4	ACTION13603	57106
tumblr_nogni3pWIU1uvi76ao1_500	What does the man on front do 2 times ?	move feet	step	pump fist	spin	lift another man's shirt	2	ACTION13604	57120
tumblr_noyxrfSoBU1tgs7elo1_500	What does the man do 2 times ?	wave	step legs	swing legs	flip body	move legs	0	ACTION13605	57121
tumblr_ngrtwtPbZv1tqa171o1_400	What does the man do 2 times ?	take steps	bounce	spin	flip board	strum guitar	3	ACTION13606	57122
tumblr_ndbcltKqq61tjdvfuo1_400	What does the man do 6 times ?	rub a cat by face	grind hips	kiss	bark	sticks out tongue	0	ACTION13607	57126
tumblr_na33pqPAkb1s5oe7xo1_400	What does the woman in black do 4 times ?	bounce shoulders	shake shoulders	flip	blink eyes	take steps	2	ACTION13608	57130
tumblr_nda6jeHHGG1u0q46ro1_400	What does the man do 2 times ?	look in mirror	paw glass	assist	pull hair	step up wall	2	ACTION13609	57134
tumblr_nrea4oGAhq1us8266o1_400	What does the person do 3 times ?	pedal bike	blink	twist	pat man in middle with hands	spin	0	ACTION13610	57135
tumblr_no5vloylWP1uupnjfo1_500	What does the person do 2 times ?	touch womans face	step	tap feet	jump	bend body	2	ACTION13611	57138
tumblr_nqide242gN1s37915o1_400	What does the woman do 7 times ?	turn head	wiggle eyebrows	thrust pelvis	paw toy	nod head	1	ACTION13612	57144
tumblr_n9wgflENh81sv54yao1_400	What does the man on left do 3 times ?	swing chain	wave hands over head	step	flip	spin	1	ACTION13613	57145
tumblr_npdeeniOGl1s06j30o1_400	What do the windshield wipers do 2 times ?	wave	bounce legs	roll over boot	step legs	swing legs	0	ACTION13614	57148
tumblr_nqkqmisy2L1sonpgjo1_400	What does the man do 3 times ?	flip hair	turn head	roll arms	step	block man on right	3	ACTION13615	57149
tumblr_ng9zciM7oz1taebsoo1_400	What does the puppy do 3 times ?	chuckle	slap hands	chew ball	grind hips	scratch the puppy's ear	2	ACTION13616	57150
tumblr_nam27chdIi1t02smlo1_400	What does the man do 2 times ?	move hands	paw face	take steps	punch man in white	poke elevator	4	ACTION13617	57156
tumblr_ndpp360hf01r9khx4o1_400	What does the man do 3 times ?	sway hips	shoot gun	kick	turn head	pull finger foward	1	ACTION13618	57157
tumblr_nhnql8aFh81u1fsdgo1_400	What does the man do 4 times ?	step	bend legs	tap chest	punch another man on left	adjust tiara	2	ACTION13619	57163
tumblr_nqnezzFXzx1u7jqqeo1_400	What does the man do 3 times ?	spin chair	step floor	move paws	jump	kick a soccer ball	3	ACTION13620	57172
tumblr_nb62l8kFcp1tt7j84o1_400	What do the women do 2 times ?	wave body	swing elbows	bounce	step	stomp foot	0	ACTION13621	57175
tumblr_narw0eyCEe1sy4dfdo1_500	What does the dog do 4 times ?	chew ear	slap hands	flail arms	shake hair	chuckle	0	ACTION13622	57176
tumblr_nq7o62z8U51uyy56yo1_500	What does the dog do 10 or more than 10 times ?	turn head	shake fingers	lick watermelon	kiss	sway body	2	ACTION13623	57182
tumblr_no71fbqdq01uv1mrko1_400	What do the fireworks do 10 or more than 10 times ?	shoot	shimmy shoulders	kick people	wag tail	pull hair	0	ACTION13624	57183
tumblr_npw3gnWylW1tka4bzo1_400	What does the man do 10 or more than 10 times ?	moonwalk	lift a device	pump arms	move paws	jog	2	ACTION13625	57187
tumblr_nbvaq9q9zZ1tm2d79o1_500	What does the woman do 2 times ?	touch ground	bite	move hands	raise hand up	pet cat	4	ACTION13626	57190
tumblr_nj7wm1BIla1s71nvbo1_400	What does the man do 2 times ?	point finger	look down	grab ear	sip straw	pat back	2	ACTION13627	57195
tumblr_n95agtXPF91theh0fo1_400	What does the head do 2 times ?	swing drumsticks	bob head	hit	turn head	beat drums	2	ACTION13628	57197
tumblr_nipkkp610v1tyhf4bo1_400	What does the man do 4 times ?	pat woman's arm	nod head	move arm	thrust hips	pounce	3	ACTION13629	57202
tumblr_ndevitA2TI1qbscivo1_400	What does the man do 4 times ?	dance	shake butt	spin	swing arms	look down	3	ACTION13630	57207
tumblr_nb2vtqRGBn1s1mgsjo1_500	What does the man do 6 times ?	pull card from the air	move head	sway hips	bob head	tumble	0	ACTION13631	57211
tumblr_nnyc3jF3Nq1rhgbcko1_400	What does the man do 10 or more than 10 times ?	nod head	kiss	move hands	shake fingers	touch a ball	0	ACTION13632	57212
tumblr_nhq4ycQu0s1tmecz1o1_500	What does the woman do 5 times ?	fan herself	fidget thumb	thrust arms	move arm	comb hair	0	ACTION13633	57213
tumblr_nbny6yYwN61qczgn7o1_500	What does the man do 3 times ?	point finger	jerk legs	shake finger	shaking fur ball	lick	1	ACTION13634	57215
tumblr_nhgmxwh2zS1tvra6lo1_400	What does the woman do 5 times ?	apply lipstick	knod head	thrust hips	brush something to face	scratch deer	3	ACTION13635	57216
tumblr_nhsprqIA421sos5oco1_400	What do the man with hats do 3 times ?	wave arms	swing weapon	flip	bounce	flick tongue	0	ACTION13636	57222
tumblr_npon39BO4C1souwjko1_400	What does the man do 2 times ?	step	swing fist	shake hair	bounce	spin around	1	ACTION13637	57226
tumblr_nk4xizGW7I1u0gryho1_400	What does the woman do 10 or more than 10 times ?	thrust hips	shake shoulders	paddle	get hit from the upper side	stir jar	4	ACTION13638	57228
tumblr_npskz9SvFm1tz9jaqo1_400	What does the man do 10 or more than 10 times ?	jump	step	take steps	stomp foot	scrub dog's leg	2	ACTION13639	57232
tumblr_nfvppbIQiw1rpqr23o4_400	What does the man do 2 times ?	kick a soccer ball	spin chair	jump	tilt head	pull beard	2	ACTION13640	57235
tumblr_nhuzjo3mWW1u7jlgvo1_400	What does the blue shirt man do 3 times ?	nod head	shake fingers	blink	kiss	touch a ball	0	ACTION13641	57237
tumblr_ncfh4fHTO91tatohao1_400	What does the cat do 7 times ?	step	nod head	move feet	swat at dog	flail arms	3	ACTION13642	57240
tumblr_nnmrvvDaoQ1u2dzxko1_500	What does the snow do 2 times ?	drift over car	juggle pins	move chins	nod head	step	0	ACTION13643	57241
tumblr_nooyhszavF1rq0qnpo1_400	What does the woman do 2 times ?	flail arms	blow kiss	stomp feet	kiss a man's neck	gallop	1	ACTION13644	57244
tumblr_no4vrth0l81rqvk0uo1_400	What does the woman do 8 times ?	dart eyes	swat box	step	bob head	roll arms	2	ACTION13645	57247
tumblr_n9xl3ayoUj1sx0lmso1_400	What does the man do 6 times ?	step down stairs	nod head	bob head	twiddle thumbs	wiggle	4	ACTION13646	57252
tumblr_noosopjU9g1uwn4uvo1_400	What does the paint brush do 7 times ?	bob head	shrug shoulders	swing chainsaw	stroke	move head	3	ACTION13647	57262
tumblr_nq6cm7LQkP1ss7zg4o1_400	What do the fireworks do 10 or more than 10 times ?	wave hand with cigarette	shake shoulders	spin	swing sword	slap hand	2	ACTION13648	57263
tumblr_na0cp0AVLm1tzstwgo1_400	What does the man do 4 times ?	jump	bounce	beat drum	hit food	swing shoulder	3	ACTION13649	57267
tumblr_n9lt3cvvy61trvs7go1_400	What does the man do 7 times ?	look down	open mouth	point finger	slide down stairs	turn head	1	ACTION13650	57272
tumblr_ngxlpz0aZZ1u4jdv4o1_500	What does the man do 3 times ?	shoot zombie	pose	jump skateboard	nod head	step foot	1	ACTION13651	57276
tumblr_nik73lmmD01r4fe3xo1_500	What does the person do 5 times ?	pat hair with fingers	look into window	run	strum guitar	thrust pelvis	2	ACTION13652	57278
tumblr_nf5ej1SBwH1tlod86o1_250	What does the man on stage do 10 or more than 10 times ?	spin chair	bob head	jump	turn head	kick a soccer ball	2	ACTION13653	57282
tumblr_naxu7xtJYS1trklq1o1_400	What does the man do 4 times ?	kick boy	shake hand	point finger	hit a tree with a sword	bounce	4	ACTION13654	57285
tumblr_ngonswKooo1s3v74eo1_400	What does the person do 7 times ?	flap hands	nibble other puppy	move head	nod head	step	0	ACTION13655	57286
tumblr_norony13BP1rq3c4co1_500	What does the woman do 2 times ?	open a door	walk across a stage	close legs	strum guitar	jump	2	ACTION13656	57291
tumblr_nrgauiAdc01r34vm0o1_400	What does the man do 2 times ?	take steps	kiss	shake torso	jump	clap	2	ACTION13657	57310
tumblr_now36wMYDf1scuo8uo1_500	What does the man do 5 times ?	clap	jump	shake arms	touch phone screen	blink	2	ACTION13658	57315
tumblr_npdrsvtEIs1uxws26o1_500	What does the woman do 2 times ?	wag tail	flail arms	walk across a stage	thrust pelvis	stretch arms	4	ACTION13659	57321
tumblr_nogn6glemk1uvi76ao1_500	What does the artist do 4 times ?	bang head	clap	shake shirt	bounce	jump	0	ACTION13660	57323
tumblr_nm9ky304Xy1soz0p7o1_400	What does the skater do 2 times ?	move paws	step	pucker lips	take steps	turn direction to move	4	ACTION13661	57325
tumblr_n9j5wm0QgK1thcib2o1_400	What does the horse do 10 or more than 10 times ?	sway arms	run ground	jump	look camera	open eyes	1	ACTION13662	57328
tumblr_nfb9dwQHnT1t415d3o1_500	What does the man do 5 times ?	turn head	step floor	spin chair	hit the drum	jump	4	ACTION13663	57330
tumblr_n992rtQKNR1tysne7o1_400	What does the girl do 2 times ?	sing arm	clap	dribble basketball	move feet	kiss	0	ACTION13664	57335
tumblr_n14fqcXPbQ1ro33f0o1_r2_400	What does the man on left do 7 times ?	get hit from the upper side	shake pelvis	take steps	stir drink	move feet	3	ACTION13665	57338
tumblr_nri2x8hvhu1u4l6f5o1_400	What does the man on right do 4 times ?	high five	step down	throw books	point with thumb	open book	3	ACTION13666	57339
tumblr_npt9rdwxzb1rr4wvto1_400	What does the man on the left do 10 or more than 10 times ?	nod head	strum guitar	step	take steps	point finger	1	ACTION13667	57346
tumblr_na6m6yCphg1s46pg5o1_400	What does the white cat do 3 times ?	pluck strings	bounce	hit a ball	pant	beat drums	2	ACTION13668	57358
tumblr_ndkksz0mVG1sqlieso1_400	What does the man do 3 times ?	hit the drum	spin chair	bounce on grass	jump	kick the ball	3	ACTION13669	57359
tumblr_nq4528fiAf1uwg3dno1_500	What does the man in black sweater do 3 times ?	sway body	jump	hit the drum	bounce on grass	swipe hair	1	ACTION13670	57373
tumblr_ndhzgrp4fN1rdkf96o1_500	What does the man do 2 times ?	take steps	fix shirt	step	clean face	comb hair	1	ACTION13671	57375
tumblr_nhp4yvivVN1relu6lo1_400	What does the man do 3 times ?	shake butt	nod head	blink	move legs	jump skateboard	2	ACTION13672	57377
tumblr_nbw9gwXM0e1tk2ngvo1_400	What does the dog do 7 times ?	bounce	strum guitar	step	backflip	move head	4	ACTION13673	57379
tumblr_nc8usq5bxK1t6ckbko1_400	What does the boy do 4 times ?	step	turn head	nod head	bob head	twirl ribbon	3	ACTION13674	57386
tumblr_ncm3fgdmA91rkpgc5o1_500	What does the boy do 3 times ?	bounce	twist	jump	twirl body	shake arm	4	ACTION13675	57392
tumblr_nk4ygqewgH1tibyhjo1_400	What does the dog do 9 times ?	hop on sleeping person	flail arms	dance	shake pelvis	swing sword	0	ACTION13676	57401
tumblr_nk0y96Zgcw1s1vwbto1_500	What does the man do 7 times ?	bend wrists	point finger	spin sword	kick boy	bounce	4	ACTION13677	57409
tumblr_na00d45TQI1qg8hkoo1_400	What does the man do 4 times ?	dance arms	clap	turn head	shake butt	put hand down	0	ACTION13678	57411
tumblr_nqo2v8gikt1upw76to1_500	What does the bear do 7 times ?	shake off water	gallop	rub woman	jump	scratch cat's chin	0	ACTION13679	57413
tumblr_nl02g520gh1s7pv0ro1_400	What does the man do 4 times ?	pat back	move hands	blink	rotate camera	spin	3	ACTION13680	57423
tumblr_n9sdx0iAjx1tyvebmo1_400	What does the boy with hat do 4 times ?	turn head	shock	tease hair	air box	stomp foot	3	ACTION13681	57425
tumblr_no7kbp4Pqb1u65sddo1_500	What does the man on right do 4 times ?	step	move shoulder	slide flag	touch a man's face	take steps	2	ACTION13682	57426
tumblr_nnghaeBpE31tk2ngvo1_400	What does the door do 2 times ?	turn head	lower	sway body	lift motorcycle	raise arm with flag	1	ACTION13683	57431
tumblr_n9wrdjtvz41qhriqqo1_400	What does the man do 4 times ?	stretch arms	lift heels	bend body	roll on ground	move head	1	ACTION13684	57432
tumblr_noyam5uvYX1uwxq2ao1_250	What does the man do 4 times ?	wave	squirt ketchup	twirl ribbon	rock body	move hands	3	ACTION13685	57446
tumblr_niusnwZfIG1ttsr4ho1_500	What does the man do 5 times ?	bounce	swing chainsaw	wave left hand	tilt head	turn head	2	ACTION13686	57450
tumblr_nhbym4YNMZ1qa3agxo1_500	What does the man who hold a white guitar do 5 times ?	pat back	move feet	take steps	thrust pelvis	strum guitar	4	ACTION13687	57453
tumblr_nohju68npW1uvi76ao1_500	What does the man do 2 times ?	jump	pat another man's shoulder	swing sword	spin chair	sip mug	0	ACTION13688	57455
tumblr_nqij5jqGeM1tyaqc3o1_400	What does the guy do 4 times ?	roll on floor	jump	spin	shake hand	rub a dog belly	3	ACTION13689	57467
tumblr_nnfxe30odM1svecmko1_500	What does the kitten do 2 times ?	turn head	sniff nose	nod head	pounce on kitten	pat hands	3	ACTION13690	57469
tumblr_nghj4pQEzN1rvadzao1_400	What does the man do 8 times ?	touch a ball	kiss	nod head	twist	roll over boot	2	ACTION13691	57471
tumblr_n9plegSYlg1tqvc95o1_400	What does the man do 3 times ?	twist body	kiss girl	touch water	shake leg	nod	4	ACTION13692	57473
tumblr_noad3eIRWS1rnfni9o1_500	What does the man on left do 2 times ?	step floor	swing sword	hit guitar	jump	bounce shoulders	3	ACTION13693	57481
tumblr_nbl6o42LlE1t2z124o1_250	What does the guy on front do 2 times ?	stretch legs	sway body	lift arms	step	slide on floor	2	ACTION13694	57484
tumblr_nqca66G2Jh1qhlfk4o1_400	What does the guy on front do 2 times ?	sway hips	throw money	gyrate hips	touch a ball	turn head	4	ACTION13695	57485
tumblr_nci0si3RDO1tlsr5go1_400	What does the boy do 2 times ?	slide on floor	slap hand	swing rope	twist shoulders	punch an object	3	ACTION13696	57489
tumblr_no9ai9zLkO1r630b6o1_400	What does the girl do 2 times ?	raise arms	sway body	jump	strum guitar	wag tail	0	ACTION13697	57492
tumblr_npl2n4YeOf1uqqjkto1_400	What does the woman do 3 times ?	touch a ball	kiss	nod head	twist	blink	2	ACTION13698	57499
tumblr_nbst61UqcR1qf52e0o1_500	What does the woman do 2 times ?	jump	stretch legs	lift stand	step	strum guitar	2	ACTION13699	57504
tumblr_np90gfVr9i1use8l1o1_400	What does the bird on right do 10 or more than 10 times ?	strum guitar	flap wings	pat back	move head	nod head	1	ACTION13700	57513
tumblr_np8a0hN1I71tbtv3ro1_400	What does the man with a cyan colored shirt do 9 times ?	touch mouth	roll on ground	tap some hanging object	thrust hips	take steps	0	ACTION13701	57517
