gif_name	question	answer	vid_id	key
tumblr_nba0c9SqGd1rhm30vo1_250	How many times does the woman rub a dog ?	3	COUNT4203	16931
tumblr_nkoifx6T3n1thskuvo3_400	How many times does the woman blink ?	2	COUNT4204	16938
tumblr_nq3v8xGPoV1ut5xuho1_250	How many times does the woman wag finger ?	8	COUNT4205	16940
tumblr_nbzzylSOtM1slwrsuo1_400	How many times does the man gyrate hips out ?	3	COUNT4206	16942
tumblr_nb8c456pEb1qe70h4o1_250	How many times does the person take canned drinks out of container ?	9	COUNT4207	16943
tumblr_nlkrjhQAl91tdiuc8o1_400	How many times does the girl gyrate bottom ?	2	COUNT4208	16945
tumblr_ncnfo4yNtg1sctfsio1_400	How many times does the skateboarder veer ?	3	COUNT4209	16948
tumblr_n92njrdHMZ1t1o9tno1_250	How many times does the man touch his head ?	2	COUNT4210	16953
tumblr_nqfdhc65xK1tomvtjo1_250	How many times do the man who wear a sunglasses shake fists ?	5	COUNT4211	16955
tumblr_nqglv0PzRS1ut1515o1_250	How many times does the girl approach her head toward a man ?	2	COUNT4212	16958
tumblr_nk35mcjeCI1sflh6io1_250	How many times does the man slap body ?	7	COUNT4213	16961
tumblr_n9snsvl75G1tdmffyo1_400	How many times does the dog jump ?	8	COUNT4214	16969
tumblr_njtwikB5Cg1qanr9zo1_500	How many times does the cat lick ?	3	COUNT4215	16971
tumblr_m5m4fq7s5s1qfplx9o1_250	How many times does the girl touch her hair ?	4	COUNT4216	16974
tumblr_n98i4tWrJa1thmglio1_250	How many times does the performer pump fist ?	4	COUNT4217	16976
tumblr_naa6yjK2PV1slwrsuo1_400	How many times does the man in a white box wave his hand ?	2	COUNT4218	16983
tumblr_nny9uqVIX71szry4lo1_400	How many times does the woman nod head ?	4	COUNT4219	16993
tumblr_nomfmru0lr1rxh7vpo1_400	How many times does the man dab napkin ?	6	COUNT4220	16996
tumblr_nokgp3QG0S1uvijv1o1_250	How many times does the baby jump ?	2	COUNT4221	16998
tumblr_ncz896yTM41tif1ruo1_250	How many times does the singer pump microphone ?	4	COUNT4222	17000
tumblr_n9u3aaMJ041tif09oo1_400	How many times does the man chew food ?	6	COUNT4223	17001
tumblr_njzllmybLU1swixd9o1_500	How many times does the man skip on stage ?	2	COUNT4224	17009
tumblr_npnkjiv5XJ1uqwjr6o1_250	How many times does the person wave hand ?	3	COUNT4225	17013
tumblr_nqewjpTsuT1sawskyo1_250	How many times does the person on left shave a boy ?	2	COUNT4226	17025
tumblr_noq4dvoTLE1uspjwvo1_400	How many times does the right ball bounce ?	7	COUNT4227	17029
tumblr_njy8np6vFR1u8uroco1_400	How many times does the llama jump ?	3	COUNT4228	17038
tumblr_nb24bqL1zD1r70h66o1_400	How many times does the baby step with foot in pot ?	4	COUNT4229	17045
tumblr_nd0tva8UIQ1sy1gcho1_400	How many times does the man on right look down ?	2	COUNT4230	17050
tumblr_nk4pt7AgYc1u7k0woo1_250	How many times does the guy raise his arms ?	4	COUNT4231	17053
tumblr_mg0xgpReeV1s1tieqo1_250	How many times does the rabbit bite banana ?	2	COUNT4232	17055
tumblr_nnsqgxmVKT1shch57o1_250	How many times does the guy rock body ?	2	COUNT4233	17063
tumblr_np1g764xTc1u3kgq9o1_250	How many times does the girl touch her hair ?	5	COUNT4234	17074
tumblr_nmomun2m6E1u7zni9o1_400	How many times does the man strum guitar ?	4	COUNT4235	17076
tumblr_nb7y2hKBwp1sn1dm3o1_250	How many times does the girl point finger ?	4	COUNT4236	17078
tumblr_namdafVSwR1qeuiqoo1_250	How many times do the man in glasses wave ?	4	COUNT4237	17093
tumblr_nipqwmvgg41qb88uxo1_400	How many times does the woman blink her eyes ?	3	COUNT4238	17111
tumblr_niry8x9Nix1u9qd3go1_400	How many times does the rabbit chew ?	10	COUNT4239	17119
tumblr_nhgy23B9Uz1shlpv2o1_250	How many times does the man give thumbs up ?	2	COUNT4240	17148
tumblr_ne8i29lmlc1rmnmfgo1_400	How many times does the man juggle torches ?	4	COUNT4241	17150
tumblr_nb2x4bIY6b1tkyzsmo1_400	How many times does the dog twitch its ear ?	2	COUNT4242	17151
tumblr_nhyrccoR5b1s06vuwo1_250	How many times does the man in black pat man in red's back ?	2	COUNT4243	17160
tumblr_noasrpVakY1tkzh2mo1_400	How many times does the man bounce ?	3	COUNT4244	17167
tumblr_nd21l3cMjR1tlpkfyo1_250	How many times does the man shake a towel ?	7	COUNT4245	17174
tumblr_nnjes34L6F1tlxrypo1_400	How many times does the person dip burger ?	2	COUNT4246	17177
tumblr_neb97ikOM21u1seddo1_250	How many times does the woman hoist barbell ?	2	COUNT4247	17191
tumblr_nkoeu9V1s51u4uxfso1_400	How many times does the guy wave his finger ?	3	COUNT4248	17207
tumblr_nhr7j9dGUQ1u59omgo1_250	How many times does the woman swing right arm ?	2	COUNT4249	17210
tumblr_nkaefwPtwc1sdigllo1_400	How many times does the girl lick boy ?	2	COUNT4250	17213
tumblr_nos3f3l2Jl1tg9519o1_250	How many times does the woman lift ball ?	2	COUNT4251	17224
tumblr_nqqvg3oSAY1uytrpjo1_500	How many times does the woman on stage stroke hair ?	3	COUNT4252	17225
tumblr_nee932jtXs1u2a5mwo1_250	How many times does the woman in red and black shirt wave ?	2	COUNT4253	17226
tumblr_nkngznHDqL1taa3yto1_100	How many times does the man in red jersey move shoulder ?	4	COUNT4254	17227
tumblr_n8sh1pn4ju1sgl6u3o1_250	How many times does the man who wear a white cap shake tambourine ?	3	COUNT4255	17230
tumblr_npb7elq5Hj1uuxateo1_250	How many times does the woman in middle wave ?	4	COUNT4256	17231
tumblr_nfjsa8oT9R1tnee8ko1_250	How many times does the man scratch head ?	4	COUNT4257	17239
tumblr_nnk5b2pJI51un4dzlo1_400	How many times does the man in middle pump hand ?	3	COUNT4258	17240
tumblr_naqbqzew041sr67ewo1_1280	How many times does the man twist hand ?	4	COUNT4259	17242
tumblr_nl01yxdUZC1qlxwl3o1_250	How many times does the woman thrust hips ?	2	COUNT4260	17249
tumblr_nguy9t1ufg1u63583o1_250	How many times does the puppy paw sofa ?	4	COUNT4261	17257
tumblr_nq64xqYYcw1u4fzcuo1_250	How many times does the woman step ?	3	COUNT4262	17260
tumblr_nd8snwnNu91rgik02o1_250	How many times does the man flip hair ?	2	COUNT4263	17264
tumblr_n9sm7aCukI1rq4ohto1_250	How many times does the girl drink coffee ?	3	COUNT4264	17267
tumblr_nko44ix8bx1tc0moqo1_250	How many times does the man blink his eyes ?	8	COUNT4265	17271
tumblr_na1q3mQ3ml1t9au5fo1_400	How many times does the man pull woman ?	2	COUNT4266	17272
tumblr_nggmzogOa81rhis8ko1_400	How many times does the woman bounce ?	2	COUNT4267	17275
tumblr_nq13vwaJAB1uyx4ego1_250	How many times does the woman blink ?	4	COUNT4268	17277
tumblr_njybwm9Naz1tmur7no1_400	How many times does the woman strum air guitar ?	5	COUNT4269	17283
tumblr_nawq76tWkl1skrctjo1_250	How many times does the woman shake her hips ?	8	COUNT4270	17290
tumblr_n903ymmHFR1tgetb4o1_250	How many times does the girl with red hair nod ?	5	COUNT4271	17294
tumblr_nqivnlK94n1uxh8bzo1_250	How many times does the man turn head ?	2	COUNT4272	17301
tumblr_no7encsSz31snvnfqo1_400	How many times does the man nod head ?	5	COUNT4273	17302
tumblr_nnhfmmw9GT1tpspj2o1_500	How many times does the woman blink ?	3	COUNT4274	17305
tumblr_npspidFvrT1u61ikzo1_250	How many times does the woman grab her hair ?	2	COUNT4275	17312
tumblr_nnr9kgCmc81s59nf5o2_400	How many times does the woman fluff dress ?	2	COUNT4276	17314
tumblr_nqvkcaR20B1re7nnjo1_250	How many times does the woman extend arm ?	7	COUNT4277	17317
tumblr_ndacz3bGUL1rhmeafo1_500	How many times does the animal leap ?	2	COUNT4278	17318
tumblr_ngp2u5kz9L1tdagsxo1_250	How many times does the man stretch right arm ?	3	COUNT4279	17328
tumblr_ne7zw898ir1t5ojzdo1_250	How many times does the woman blink her eyes ?	3	COUNT4280	17341
tumblr_nkw2xfOLea1rvec9qo1_250	How many times does the finger shake ?	3	COUNT4281	17343
tumblr_nd5emk3PWf1s3574jo1_250	How many times does the woman shake head ?	2	COUNT4282	17346
tumblr_nfv5geRrZs1tydeygo1_250	How many times does the man blow smoke ?	2	COUNT4283	17348
tumblr_nhlbf8AIZn1s5p3m9o1_250	How many times does the man shake his thumbs ?	3	COUNT4284	17360
tumblr_n8tgb9d2Sb1sleyqno1_250	How many times does the man shift his eyes ?	4	COUNT4285	17361
tumblr_nc6ir39FOT1tsxh57o1_400	How many times does the man bounce ?	5	COUNT4286	17362
tumblr_nq427903xY1s4wxhro1_400	How many times does the woman flip hair ?	2	COUNT4287	17365
tumblr_nj074ywD7x1u3g519o1_400	How many times does the man flip another man ?	2	COUNT4288	17366
tumblr_npuxdyHqer1t7jda2o1_400	How many times does the man eat cheese puffs ?	10	COUNT4289	17369
tumblr_nfi3fglcjF1u3r5iuo1_250	How many times does the man shake head ?	2	COUNT4290	17374
tumblr_np788pn1BP1ux78k8o1_250	How many times does the woman clap ?	10	COUNT4291	17385
tumblr_nd9bmwdLtF1sbxh80o1_250	How many times does the person sway ?	5	COUNT4292	17393
tumblr_nedwlhaayb1tjbz3so1_500	How many times does the bottle wave ?	2	COUNT4293	17394
tumblr_nqa2g4CYhB1s83futo1_250	How many times does the man shake head ?	2	COUNT4294	17395
tumblr_nmv3ubj46X1uqa177o1_250	How many times do the weights bounce ?	3	COUNT4295	17398
tumblr_ninwvoFZo21tkjfcxo1_250	How many times does the dog tail wag ?	10	COUNT4296	17400
tumblr_nbtleiqODM1slwrsuo1_400	How many times does the kitty walk backwards ?	10	COUNT4297	17404
tumblr_ni4p62M4d41toqxafo1_400	How many times does the hand pet cat ?	6	COUNT4298	17416
tumblr_nf4jijMmdu1u07g68o1_400	How many times does the mascot shoot kid ?	5	COUNT4299	17417
tumblr_ngrffcovBn1slj978o1_250	How many times does the woman stomp back and forth ?	6	COUNT4300	17420
tumblr_ncs8h51bR41tyy10fo1_400	How many times does the man turn to face camera ?	6	COUNT4301	17429
tumblr_npcrpihLMU1t5ji5xo1_250	How many times does the woman wave ?	2	COUNT4302	17431
tumblr_nb24d6muvo1qc93dho1_400	How many times does the woman jump ?	2	COUNT4303	17442
tumblr_n9siwlFB6S1rigao8o1_250	How many times does the man wipe window ?	3	COUNT4304	17444
tumblr_nhd8b6NZCS1u2xe60o1_400	How many times does the person paint something ?	4	COUNT4305	17447
tumblr_nnl5xbyxKV1r5uv3zo1_400	How many times does the cat turn its head ?	5	COUNT4306	17449
tumblr_m5vtbzRu0W1rsiqiro1_250	How many times does the man shake hips ?	2	COUNT4307	17451
tumblr_nhmggdNSiu1qevvsno1_400	How many times does the man twist body ?	4	COUNT4308	17452
tumblr_nd3adfcBRy1slj978o1_400	How many times does the man turn head ?	2	COUNT4309	17455
tumblr_ne0hnnYok11tipr3co1_500	How many times does the woman swing hips ?	3	COUNT4310	17457
tumblr_n8y02i68P11slj978o1_250	How many times does the man jump ?	7	COUNT4311	17461
tumblr_nc59rhQPNG1tbcq1xo1_400	How many times does the man spin ?	10	COUNT4312	17464
tumblr_nobd4ebxoH1t95h1uo1_400	How many times does the kitten touch dog ?	3	COUNT4313	17479
tumblr_nck16pEY481rr6t07o1_250	How many times does the person spray something on a man's hand ?	2	COUNT4314	17484
tumblr_naguuxNf1Q1tv9dsxo1_250	How many times does the man blink ?	3	COUNT4315	17488
tumblr_np4e1pwPlZ1t3xwc7o1_400	How many times does the man with guitar strum guitar ?	5	COUNT4316	17490
tumblr_npk181kAOr1rfzdywo1_400	How many times does the man nod ?	5	COUNT4317	17491
tumblr_ncc5jmG0WD1r6scm0o1_250	How many times does the woman swing her arm ?	2	COUNT4318	17496
tumblr_n91clviK7X1tdjuqvo1_250	How many times does the man shake head side to side ?	2	COUNT4319	17511
tumblr_ncwproZiTm1ski3qlo1_250	How many times does the man slip ?	4	COUNT4320	17520
tumblr_nhahmo3Tho1szauoio1_250	How many times does the woman brush her hair ?	2	COUNT4321	17527
tumblr_ncso8v31Cf1s06ta1o1_400	How many times does the woman pump hands ?	3	COUNT4322	17528
tumblr_na4ewfkY9P1qcp4ato1_400	How many times does the woman brush her hair ?	3	COUNT4323	17530
tumblr_nbia2p7KLC1tjc76go1_250	How many times does the man shake his hands ?	3	COUNT4324	17531
tumblr_n914bjCRnC1tq63bwo1_250	How many times does the man climb stairs ?	4	COUNT4325	17532
tumblr_nqqewvC1jE1th0lu3o1_400	How many times does the man clap hands ?	9	COUNT4326	17537
tumblr_nhyr8evQ6D1u82juno1_250	How many times does the man wiggle mustache ?	3	COUNT4327	17541
tumblr_nkgw909MGT1t03tcvo1_540	How many times does the man lean his guitar ?	2	COUNT4328	17544
tumblr_nedgfr5lkl1t5ojzdo1_250	How many times does the woman raise her hands ?	3	COUNT4329	17546
tumblr_no6uqjSCm41u2xe60o1_400	How many times does the woman paint nail ?	4	COUNT4330	17550
tumblr_ndircikP5C1teidcjo1_250	How many times does the man nod his head ?	3	COUNT4331	17554
tumblr_nh8t1qQEUW1rpqr23o1_250	How many times does the man move his legs ?	9	COUNT4332	17555
tumblr_nr2wfyHwuz1tkbehbo1_400	How many times does the woman squat down ?	2	COUNT4333	17563
tumblr_nnf9nhYn9O1qc72bqo1_250	How many times does the woman nod head ?	3	COUNT4334	17565
tumblr_npdpf8XvCM1u15jjzo1_250	How many times does the cat lick water ?	6	COUNT4335	17566
tumblr_nq9necGzSW1rj2mw3o1_400	How many times does the man pull head back ?	2	COUNT4336	17567
tumblr_n7mrbr4UOL1qzo6t3o1_400	How many times does the person in gray sweatshirt wave arms ?	2	COUNT4337	17569
tumblr_n9bwz24XHw1ti54b4o1_250	How many times does the man turn head ?	3	COUNT4338	17570
tumblr_ndmve2L6es1t7jda2o1_400	How many times does the dog pounce laser ?	10	COUNT4339	17571
tumblr_nf193vBYLI1u3c3x6o1_250	How many times does the woman sway side to side ?	2	COUNT4340	17572
tumblr_nr6ue8Gysf1uax109o1_400	How many times does the dog step ?	4	COUNT4341	17575
tumblr_nb1xieaKXp1ta4zz2o1_250	How many times does the woman step ?	2	COUNT4342	17582
tumblr_no2hcqEyDa1rpm325o1_250	How many times does the woman turn head ?	2	COUNT4343	17584
tumblr_njnsoyscoo1t8eovgo1_250	How many times does the boy blink ?	2	COUNT4344	17596
tumblr_n9vop63YYc1qem02jo1_250	How many times does the man nod head ?	2	COUNT4345	17603
tumblr_n8rptqqfJW1tgj7xzo1_250	How many times does the woman bounce ?	5	COUNT4346	17606
tumblr_nk7019h8S21tg9gzmo1_250	How many times does the man shake his hand ?	4	COUNT4347	17616
tumblr_nox4jtzuIC1u5t6e4o1_250	How many times does the woman spin ?	6	COUNT4348	17619
tumblr_npq1q4j7lr1uy246vo1_250	How many times does the woman swing arm back and forth ?	2	COUNT4349	17625
tumblr_nbppb7Tohh1t5ojzdo1_250	How many times does the woman shake head ?	3	COUNT4350	17628
tumblr_ngnj0irQ7N1ssgyoro1_250	How many times does the man strum bow ?	4	COUNT4351	17629
tumblr_npo2dkapTG1uxh4dho1_250	How many times does the man shake left shoulder ?	4	COUNT4352	17632
tumblr_nhksl3qtTD1s5mgfto1_250	How many times does the woman on left open mouth ?	2	COUNT4353	17635
tumblr_nrkxqsVshT1u5gdiio1_400	How many times does the cat slide shoe ?	4	COUNT4354	17638
tumblr_new4510Dzi1tgly7qo1_250	How many times does the dog lick man ?	2	COUNT4355	17640
tumblr_npax48inl61tf42s3o1_400	How many times does the person pour food ?	4	COUNT4356	17642
tumblr_nq7deuJC621u4g7vqo1_250	How many times does the man brush teeth ?	6	COUNT4357	17645
tumblr_ng0q8uwjIy1u3njxdo1_250	How many times does the man bob body ?	4	COUNT4358	17650
tumblr_nkwfimBYXC1u8ztddo1_250	How many times does the man brush hair ?	3	COUNT4359	17652
tumblr_noixzj9TpG1uvhs2ao1_400	How many times do the person in blue shorts thrust their butt ?	4	COUNT4360	17655
tumblr_nh9r4ePIkl1rknlazo1_250	How many times does the woman wave her fists ?	5	COUNT4361	17656
tumblr_ncs8qtJlb21sacjxfo1_250	How many times does the person on left see something ?	2	COUNT4362	17659
tumblr_nbel4j5aVL1tdmffyo1_250	How many times does the white cat step ?	10	COUNT4363	17664
tumblr_noprmoXA9F1rn489jo1_250	How many times does the woman bounce her body ?	5	COUNT4364	17670
tumblr_nm95ftJZEd1rbt849o1_250	How many times does the woman stroke a man ?	2	COUNT4365	17677
tumblr_nok1ufScpI1u5kmn5o1_400	How many times does the woman on left hit a man's chest ?	10	COUNT4366	17682
tumblr_nbuu5q1tzG1tjjf8po1_400	How many times does the woman turn around ?	2	COUNT4367	17684
tumblr_nfsaszbsve1u2sblyo1_100	How many times do the man with glasses wave arms ?	3	COUNT4368	17685
tumblr_ne82eaGLZp1ssinkqo1_250	How many times does the man shake thumbs ?	5	COUNT4369	17686
tumblr_n9l7fiJIhq1rya1oao1_250	How many times does the woman fan watermelon ?	6	COUNT4370	17687
tumblr_npxtegCusE1rn1r9so1_400	How many times does the athlete sway ?	2	COUNT4371	17689
tumblr_nknd1cg4UR1sn29lho1_250	How many times does the woman chop air with left hand ?	5	COUNT4372	17693
tumblr_ncgszy7n9W1tp9bieo1_250	How many times does the girl in black thrust hips ?	6	COUNT4373	17702
tumblr_nhzi48TnaD1tnzn3ao1_250	How many times does the woman step forward ?	2	COUNT4374	17706
tumblr_nqpryaeCtJ1rqar03o1_400	How many times does the girl brush teeth ?	8	COUNT4375	17707
tumblr_ngdyw2hHzS1slj978o1_400	How many times does the horse trot leg ?	8	COUNT4376	17713
tumblr_neu43fKXYn1sj961qo1_r1_250	How many times does the woman shake arms ?	3	COUNT4377	17723
tumblr_ncw1kzun2q1rd87k4o1_250	How many times does the cat wag tail ?	6	COUNT4378	17724
tumblr_nokp8ep9yo1uw0dogo1_250	How many times does the girl flip body ?	3	COUNT4379	17726
tumblr_nr08zxAkx41tfxnzbo1_400	How many times does the man chew food ?	5	COUNT4380	17732
tumblr_nflrpz3ahY1u19ev4o1_250	How many times does the man wave his left hand ?	3	COUNT4381	17736
tumblr_nj9rfrSKG31tla7cno1_250	How many times does the guy scratch bottle with a knife ?	4	COUNT4382	17744
tumblr_nhdnmpa3VZ1rdgv7ro1_250	How many times does the man shake head ?	3	COUNT4383	17746
tumblr_np4gxc8DAq1ty22o7o1_400	How many times does the man clap his hand ?	4	COUNT4384	17747
tumblr_npjuhnrb7L1ustnhwo1_400	How many times does the man on bottom right jump on bed ?	4	COUNT4385	17765
tumblr_nq4h6lG2gs1uu2lqxo1_250	How many times does the woman step ?	7	COUNT4386	17780
tumblr_nes0ljoDlj1tv3mdgo1_400	How many times does the person with purple bag swing hip ?	5	COUNT4387	17785
tumblr_neaa5lpk9t1u2af79o1_250	How many times does the man shake fists ?	2	COUNT4388	17796
tumblr_nf3rgjK4Wf1tpmgf1o1_400	How many times does the cat shake butt ?	5	COUNT4389	17807
tumblr_ndujn23vnv1u1ipxvo1_400	How many times does the girl bite ?	2	COUNT4390	17813
tumblr_ndifr4khdY1ry7rkfo1_250	How many times does the person in back shake fist ?	2	COUNT4391	17834
tumblr_nc24fscOW81sur01so1_400	How many times does the boy perform a skateboard trick ?	2	COUNT4392	17852
tumblr_n9qsm3Dnvl1ticvx3o1_250	How many times does the finger tap on crack in glass ?	4	COUNT4393	17855
tumblr_n9nz33nJIY1ttu94ro1_400	How many times does the horse trot ?	4	COUNT4394	17856
tumblr_n9h420xOX31tq2eeqo1_250	How many times does the woman who wear a sun glass bounce bottom ?	6	COUNT4395	17860
tumblr_n9l9jiGwXl1ri7x69o1_250	How many times does the woman touch her hair ?	3	COUNT4396	17865
tumblr_nq12ipa67n1u04e8qo1_400	How many times does the man swing hips ?	2	COUNT4397	17867
tumblr_nig3h58sbD1re4d07o1_250	How many times does the man blink his eyes ?	2	COUNT4398	17874
tumblr_nnxna6CPQ51tcyxkgo1_400	How many times does the woman blink her eyes ?	2	COUNT4399	17876
tumblr_napmccY2iP1rfoyh1o1_400	How many times does the man blink ?	2	COUNT4400	17881
tumblr_nddzvz7qz31t15ckeo1_400	How many times does the girl on right shake head ?	7	COUNT4401	17886
tumblr_nphahlzRpF1qci92fo1_250	How many times does the girl raise eyebrows ?	2	COUNT4402	17897
